customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn
3657-YALFR,female,no,yes,no,16,yes,yes,fiber optic,yes,no,no,yes,yes,no,month-to-month,no,electronic check,106.62,1822.91,yes
2595-KWZUY,male,no,yes,yes,10,yes,no,dsl,no,no,yes,no,no,yes,month-to-month,yes,bank transfer (automatic),74.55,812.31,no
9905-BXPXK,male,yes,no,no,33,no,no phone service,dsl,no,yes,no,yes,yes,no,month-to-month,yes,electronic check,56.26,1955.89,no
3441-AUSLE,female,no,no,yes,56,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,45.81,2659.76,no
5178-ERLYJ,female,no,yes,no,33,yes,no,dsl,yes,no,no,no,no,no,one year,yes,mailed check,69.58,2351.35,no
8630-AWTUT,male,no,yes,no,0,yes,no,dsl,no,no,yes,no,no,no,one year,no,credit card (automatic),67.28, ,yes
8632-QARXJ,female,no,yes,no,42,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,yes,credit card (automatic),108.83,4587.54,no
1847-NGZHJ,female,no,yes,no,5,yes,yes,dsl,yes,no,no,yes,no,no,month-to-month,yes,mailed check,83.87,422.55,no
8006-AMNYD,male,no,yes,yes,54,yes,no,fiber optic,no,no,no,yes,yes,yes,one year,yes,credit card (automatic),100.74,4994.26,no
3265-TGFLN,male,no,no,no,1,yes,yes,dsl,yes,no,yes,no,yes,no,one year,yes,electronic check,85.15,84.38,no
9360-DYUEA,female,no,no,no,52,yes,no,fiber optic,no,no,yes,yes,no,no,two year,yes,electronic check,94.33,4991.61,no
5690-EYQPP,female,no,no,yes,12,yes,no,fiber optic,yes,no,yes,no,yes,yes,two year,yes,mailed check,104.8,1191.53,yes
6198-PRRZX,female,no,no,no,69,yes,no,fiber optic,yes,yes,no,yes,no,no,one year,yes,credit card (automatic),100.94,7447.24,no
1705-GWLXI,female,no,no,no,0,yes,no,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,credit card (automatic),100.25, ,yes
3377-GLYDO,female,no,yes,yes,5,yes,no,dsl,no,yes,no,no,yes,yes,month-to-month,yes,mailed check,80.06,424.6,no
8156-PDBAO,female,no,yes,yes,8,yes,no,dsl,no,yes,no,no,yes,yes,two year,yes,credit card (automatic),76.24,576.47,no
8337-QOGHN,female,no,no,yes,6,yes,yes,fiber optic,no,no,no,no,no,yes,one year,yes,electronic check,96.45,578.03,no
6655-RDKFS,female,no,yes,yes,16,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),35.88,576.58,no
4841-GMEJI,female,no,yes,yes,69,yes,no,dsl,no,yes,yes,no,yes,no,month-to-month,yes,electronic check,83.14,5630.39,no
5117-ZHUQK,female,no,no,no,10,yes,yes,fiber optic,no,yes,yes,yes,no,yes,two year,yes,bank transfer (automatic),113.74,1121.07,no
4098-SMXFI,female,no,no,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,electronic check,37.88,153.19,no
7301-FARNT,female,no,no,no,42,yes,no,fiber optic,no,yes,yes,no,yes,no,two year,no,bank transfer (automatic),96.17,4202.34,no
7258-SFYAN,female,no,no,yes,50,no,no phone service,dsl,yes,no,yes,no,no,yes,month-to-month,yes,bank transfer (automatic),58.76,2918.73,no
2364-DYZIK,male,no,no,no,8,yes,no,fiber optic,no,no,no,yes,no,no,two year,yes,bank transfer (automatic),88.5,704.68,no
6541-BQBSA,female,yes,no,no,67,yes,no,dsl,yes,no,yes,yes,no,no,two year,no,mailed check,77.29,5262.26,no
6595-FGXIQ,male,no,yes,yes,5,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),37.51,200.8,no
3459-QLUMO,male,yes,yes,yes,12,yes,yes,dsl,yes,no,no,no,yes,yes,one year,yes,electronic check,86.12,1068.3,no
5651-DFUXL,female,no,yes,no,61,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,44.31,2752.73,no
2022-VMCJL,male,no,yes,no,7,yes,no,fiber optic,yes,yes,yes,no,yes,yes,one year,no,electronic check,109.65,718.51,no
4242-GHVPE,male,no,no,no,11,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,44.67,504.14,no
6257-XBFKH,female,no,yes,yes,1,yes,yes,fiber optic,no,yes,yes,yes,no,yes,one year,yes,bank transfer (automatic),112.67,113.36,yes
1621-XIEBK,male,no,yes,no,37,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,39.48,1429.06,no
2993-VDJUE,male,no,no,no,41,yes,yes,fiber optic,yes,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),101.11,3962.04,yes
2051-OOJZM,male,no,no,yes,8,yes,no,dsl,no,yes,yes,no,yes,no,month-to-month,yes,bank transfer (automatic),82.37,658.13,yes
4398-PJVUM,male,no,no,no,3,yes,yes,fiber optic,no,no,no,yes,yes,yes,two year,yes,electronic check,106.42,334.05,yes
6172-VPFAT,female,yes,yes,no,3,yes,yes,dsl,no,yes,no,no,no,yes,month-to-month,yes,credit card (automatic),80.09,250.29,no
4435-SRLKF,female,no,yes,no,54,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,credit card (automatic),100.32,5092.85,yes
9508-ECMZG,male,no,no,no,71,yes,no,fiber optic,yes,yes,no,yes,yes,yes,one year,yes,bank transfer (automatic),107.97,7514.7,no
3453-XLKBH,male,no,no,no,7,yes,no,fiber optic,no,no,yes,no,no,no,one year,no,electronic check,89.25,601.81,no
4195-GQNTH,male,no,yes,no,32,yes,yes,dsl,no,no,yes,no,no,no,month-to-month,no,mailed check,73.88,2373.31,no
1986-FBMIK,female,no,yes,no,52,no,no phone service,dsl,no,no,no,no,no,yes,two year,yes,bank transfer (automatic),47.2,2486.02,no
6352-PXIIL,female,no,yes,no,8,yes,no,dsl,no,no,no,no,yes,no,month-to-month,no,electronic check,68.76,545.41,yes
9557-BWXXT,male,no,yes,no,55,yes,yes,dsl,no,yes,no,yes,no,yes,month-to-month,yes,electronic check,88.39,4674.52,no
5037-BXYYU,male,no,no,no,67,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,36.92,2366.72,no
8224-NLRJT,male,no,yes,no,72,yes,no,dsl,no,no,yes,no,no,yes,one year,no,bank transfer (automatic),78.06,5483.3,no
3165-NRMGC,male,no,yes,no,10,yes,no,fiber optic,yes,yes,yes,no,yes,no,one year,yes,mailed check,101.72,1027.0,no
9885-PUAPR,male,no,no,no,1,no,no phone service,dsl,yes,yes,no,no,no,yes,month-to-month,no,bank transfer (automatic),59.83,62.01,no
2298-XPGRX,female,no,no,no,0,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,37.05, ,no
9256-EYSMU,male,no,yes,no,6,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,month-to-month,yes,mailed check,117.08,686.79,yes
3142-RPHBD,male,no,yes,yes,59,yes,no,dsl,no,yes,yes,yes,yes,yes,month-to-month,yes,credit card (automatic),90.77,5541.15,no
5251-FYQHE,male,yes,yes,no,15,yes,yes,dsl,no,yes,yes,no,no,no,one year,no,bank transfer (automatic),81.57,1239.91,yes
7200-UWLSF,female,no,no,yes,59,yes,no,dsl,yes,no,no,no,yes,yes,month-to-month,no,bank transfer (automatic),76.81,4422.74,no
2061-XGUII,female,no,yes,yes,13,no,no phone service,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,credit card (automatic),79.37,987.61,yes
1717-LPSSU,female,no,no,no,14,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,electronic check,44.01,650.59,no
9090-COZLF,female,yes,yes,no,14,yes,no,fiber optic,no,yes,no,no,no,yes,two year,no,credit card (automatic),91.63,1292.0,no
9453-QAOLG,male,no,no,no,7,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,mailed check,90.5,608.53,no
5094-NEIUE,female,yes,no,yes,12,no,no phone service,fiber optic,yes,no,yes,yes,yes,no,one year,yes,credit card (automatic),83.11,1024.33,yes
4859-TXOPQ,female,no,no,yes,4,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,44.3,190.88,no
4217-WPVGG,male,no,yes,no,14,yes,no,dsl,no,no,no,no,yes,yes,two year,no,electronic check,74.2,1050.93,yes
2940-LMTEC,female,yes,yes,no,6,yes,yes,dsl,yes,yes,yes,no,no,yes,one year,yes,mailed check,93.43,546.29,no
4386-OPXNN,female,no,no,no,54,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),44.76,2491.29,no
4888-ROQUU,male,no,no,yes,16,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,47.23,742.22,yes
7942-GNFRE,male,no,no,no,4,yes,no,fiber optic,no,no,no,no,no,no,one year,no,electronic check,81.77,334.45,no
8016-MQHRN,male,no,no,no,16,yes,yes,dsl,no,no,no,no,no,yes,month-to-month,yes,bank transfer (automatic),75.62,1188.89,no
3201-LMXFX,female,no,yes,yes,5,yes,yes,dsl,yes,no,no,yes,no,yes,two year,yes,mailed check,82.64,439.68,no
1706-OIGED,male,no,yes,no,7,yes,no,dsl,no,yes,no,yes,no,yes,two year,no,electronic check,77.44,526.82,no
1349-SIYRK,male,yes,yes,no,6,yes,no,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,mailed check,92.76,543.2,yes
7854-UEWDY,female,yes,no,yes,37,yes,no,fiber optic,no,no,no,yes,yes,yes,one year,no,bank transfer (automatic),97.64,3570.01,no
6032-FQTQY,female,no,no,no,17,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,credit card (automatic),88.74,1505.3,no
4752-JRNUN,female,no,no,yes,53,yes,yes,fiber optic,no,no,no,yes,no,no,month-to-month,no,electronic check,95.17,5132.24,yes
2874-WOTGA,male,no,yes,yes,71,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,no,electronic check,94.85,6942.65,yes
7579-UQFAF,female,no,yes,no,0,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,40.11, ,no
4603-OSFLW,male,yes,yes,yes,15,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.2,319.1,no
4734-CBMPC,female,no,yes,no,34,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,no,electronic check,95.16,3187.74,yes
7297-SWOLT,female,no,no,yes,8,yes,yes,fiber optic,no,yes,no,no,no,yes,two year,no,electronic check,102.21,844.02,yes
8676-MTULV,male,no,yes,no,12,yes,no,dsl,no,no,yes,no,no,yes,one year,no,credit card (automatic),76.79,991.52,yes
6014-HUAAV,male,no,yes,no,69,yes,yes,dsl,yes,no,no,yes,no,yes,one year,yes,credit card (automatic),90.52,6891.1,no
4148-VVYOC,female,no,no,no,5,yes,yes,dsl,no,yes,no,no,yes,yes,month-to-month,no,electronic check,84.56,424.97,no
1070-ZOBQS,female,no,yes,no,21,yes,no,dsl,yes,no,no,no,no,yes,month-to-month,yes,electronic check,70.03,1403.74,no
4264-WFOFU,male,no,yes,no,6,yes,yes,dsl,no,no,yes,no,yes,no,month-to-month,no,bank transfer (automatic),82.25,526.91,yes
2035-WUJOP,male,no,yes,no,43,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),46.24,1951.07,no
9572-NWMOC,female,yes,no,yes,24,no,no phone service,dsl,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,61.56,1413.41,no
1691-QIOGD,male,no,no,no,67,yes,no,fiber optic,no,no,no,yes,no,no,month-to-month,yes,bank transfer (automatic),85.9,5676.02,no
8877-DYPQZ,male,no,yes,no,20,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),40.56,848.24,no
1300-AGLCD,female,yes,no,no,4,no,no phone service,dsl,no,no,yes,yes,no,no,one year,yes,credit card (automatic),54.72,220.68,no
1006-UKQDY,male,no,yes,no,51,yes,no,fiber optic,no,no,yes,yes,no,no,month-to-month,yes,electronic check,95.77,4926.97,no
3919-IRDLE,male,yes,yes,yes,0,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),43.13, ,no
2089-VJQFH,male,no,yes,no,10,yes,yes,fiber optic,no,no,no,yes,no,no,one year,no,bank transfer (automatic),96.65,980.68,no
2188-BCRXI,male,yes,no,yes,7,yes,no,fiber optic,yes,no,no,no,no,yes,one year,no,bank transfer (automatic),96.2,671.33,yes
4607-CKHJE,male,no,yes,no,72,no,no phone service,dsl,yes,no,no,no,yes,yes,two year,yes,bank transfer (automatic),62.18,4358.01,no
3884-MRUZZ,male,yes,no,no,19,yes,no,fiber optic,yes,yes,yes,yes,yes,no,month-to-month,no,mailed check,111.42,2364.31,yes
6131-RTVGS,female,no,yes,no,13,yes,no,dsl,yes,no,yes,no,no,no,month-to-month,yes,mailed check,69.77,924.95,no
8964-YCTSS,male,yes,no,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,39.71,121.81,no
8315-OHLPE,male,no,yes,yes,15,yes,no,fiber optic,yes,no,no,no,yes,yes,two year,no,mailed check,98.79,1595.84,no
3274-SVKGN,male,no,no,no,17,yes,yes,fiber optic,no,yes,no,yes,yes,no,month-to-month,no,credit card (automatic),105.79,1652.06,no
1634-ZNLAV,female,no,no,yes,7,yes,no,dsl,no,yes,yes,no,no,no,month-to-month,no,credit card (automatic),73.02,488.79,yes
1589-UZBXZ,female,no,no,no,55,yes,no,fiber optic,no,yes,no,yes,no,no,two year,no,electronic check,91.37,4908.4,no
7856-ISBBS,male,no,yes,yes,5,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,21.47,106.15,no
6705-QYWVU,male,no,no,no,47,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,mailed check,101.99,4793.12,no
4038-INWXR,male,yes,no,no,50,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),45.65,2239.15,no
9742-JENLH,female,no,yes,no,22,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),46.39,1061.06,no
4642-YWJRA,female,no,yes,no,1,yes,no,dsl,no,no,no,no,yes,no,one year,yes,mailed check,65.19,65.61,no
3675-PXVEW,male,no,yes,yes,42,yes,yes,fiber optic,no,yes,yes,no,yes,no,one year,no,credit card (automatic),106.49,4474.23,no
1179-BVEDG,female,yes,no,no,19,yes,no,fiber optic,no,no,yes,yes,yes,yes,month-to-month,no,electronic check,109.92,2011.92,yes
8123-MBJMG,male,no,yes,no,46,yes,yes,dsl,no,no,no,no,no,yes,one year,yes,electronic check,75.62,3489.51,no
4368-VLOYC,female,no,no,yes,7,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),45.35,329.59,no
4579-BYPLL,female,no,yes,no,10,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,no,credit card (automatic),104.66,1049.52,yes
7169-ZAKXY,male,no,yes,no,19,yes,yes,dsl,no,yes,yes,no,no,yes,month-to-month,no,bank transfer (automatic),89.18,1696.23,yes
9037-KZSRC,male,no,yes,yes,10,yes,yes,dsl,no,no,no,yes,no,yes,month-to-month,no,bank transfer (automatic),80.6,832.05,yes
9118-ACHLN,female,no,yes,no,14,yes,yes,dsl,no,no,no,yes,yes,yes,one year,yes,electronic check,88.29,1181.74,no
5163-YEIFP,female,no,yes,no,52,yes,no,dsl,yes,yes,yes,no,no,yes,month-to-month,yes,bank transfer (automatic),86.1,4507.55,no
7105-RXXPY,female,no,no,no,6,yes,yes,fiber optic,yes,yes,yes,yes,yes,no,one year,no,mailed check,118.34,769.22,yes
6075-ABVDO,male,no,yes,no,6,no,no phone service,fiber optic,no,no,yes,no,yes,yes,two year,no,electronic check,77.39,435.93,no
9770-MVFDX,male,no,yes,no,9,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),36.78,329.6,no
2007-HMKEU,male,no,no,no,49,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),44.06,2158.01,no
6438-ULNMU,male,no,yes,no,8,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,100.18,856.12,yes
1778-ZCWNC,male,no,no,yes,26,yes,no,fiber optic,yes,no,no,no,no,no,two year,yes,electronic check,88.89,2371.22,no
4430-ADMDZ,female,no,no,no,0,yes,yes,dsl,no,no,yes,no,no,yes,month-to-month,no,credit card (automatic),80.85, ,no
9343-DUQFO,male,no,yes,no,4,yes,no,fiber optic,no,no,no,yes,no,yes,month-to-month,no,electronic check,92.38,350.81,yes
9265-LNQHS,male,no,no,yes,29,yes,yes,dsl,yes,yes,yes,no,no,yes,one year,yes,credit card (automatic),92.97,2731.94,no
2543-TEMIP,male,no,no,no,2,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,89.66,175.69,yes
4104-RNJKR,male,no,yes,no,22,yes,no,fiber optic,yes,yes,no,no,yes,yes,month-to-month,no,electronic check,106.67,2321.58,yes
1138-LXFQK,male,no,yes,no,15,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,credit card (automatic),97.51,1487.94,no
7571-BIUQL,female,yes,no,yes,50,yes,no,dsl,no,yes,no,yes,yes,yes,one year,no,bank transfer (automatic),86.77,4402.21,no
5401-CHCLX,male,no,no,no,12,yes,yes,dsl,no,no,no,no,no,no,two year,yes,bank transfer (automatic),73.4,859.09,no
5628-OECZY,male,yes,yes,no,56,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,month-to-month,no,mailed check,118.04,6542.38,yes
4421-HXGMM,male,yes,yes,yes,4,yes,no,fiber optic,no,no,no,yes,yes,yes,two year,yes,credit card (automatic),96.22,393.89,no
4704-FKGLJ,female,yes,no,yes,16,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,37.34,599.57,no
1192-LDNET,male,no,no,no,23,yes,no,fiber optic,no,no,yes,yes,yes,yes,one year,yes,bank transfer (automatic),102.48,2248.29,yes
7737-HRXBU,female,no,yes,no,56,yes,no,fiber optic,no,no,no,yes,no,no,two year,no,bank transfer (automatic),87.94,5025.69,no
1710-TCHMB,male,yes,yes,no,36,yes,no,dsl,no,no,yes,no,no,yes,month-to-month,yes,electronic check,73.42,2672.56,no
5366-MXYVS,male,no,yes,no,72,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,96.83,6810.5,no
2666-VKBCM,female,no,yes,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),39.22,167.98,no
